fee_id,payment_id,fee_amount,tax_amount,fee_type
fee_03e8de4019,pay_a7dc5c820a,231.1,41.6,gateway_fee
fee_77a9163f8b,pay_891c7dccfd,25.89,4.66,gateway_fee
fee_f66fdd5af2,pay_b9c326bff8,21.48,3.87,gateway_fee
fee_272af22fba,pay_5d210de87c,17.94,3.23,gateway_fee
fee_89691d5ee8,pay_7d6499e56d,92.9,16.72,gateway_fee
fee_0b59cdd2d0,pay_434fc07a9e,19.99,3.6,gateway_fee
fee_1ec79574ae,pay_a11bb0e700,585.27,105.35,gateway_fee
fee_a1e0476756,pay_7ea0192339,29.38,5.29,gateway_fee
fee_d437a8e6b1,pay_99ec712013,234.96,42.29,gateway_fee
fee_eb75996ff1,pay_72fd5d74bb,203.72,36.67,gateway_fee
fee_54df6c3423,pay_72117a70ee,12.16,2.19,gateway_fee
fee_1cc02e7a8f,pay_1cbfb6e7fc,2.31,0.42,gateway_fee
fee_b11bde6b3e,pay_7e6ed3d25c,811.28,146.03,gateway_fee
fee_46cd9633db,pay_3a36e8c339,99.58,17.92,gateway_fee
fee_e96f9d368a,pay_ba5256f88b,26.33,4.74,gateway_fee
fee_290be28e5b,pay_9faa7f542a,415.99,74.88,gateway_fee
fee_6b69682e2c,pay_10115a9480,139.89,25.18,gateway_fee
fee_e99ff4ae84,pay_badb180ecc,120.49,21.69,gateway_fee
fee_b63aad8504,pay_dbe62c91a8,14.73,2.65,gateway_fee
fee_f3296db8b6,pay_b6c8e5742d,7.02,1.26,gateway_fee
fee_f9efac0fe1,pay_07d95b0259,978.48,176.13,gateway_fee
fee_a9d47eae9d,pay_9fc6228429,338.03,60.85,gateway_fee
fee_19fb253695,pay_0d48f8e534,238.16,42.87,gateway_fee
fee_7f10ed02d4,pay_cfb9caea23,91.04,16.39,gateway_fee
fee_145e7c4642,pay_cf71f3e2b3,71.89,12.94,gateway_fee
fee_6c8e009bba,pay_e8cf2dfc55,54.01,9.72,gateway_fee
fee_a2fbc92d56,pay_79770ce4cc,7.92,1.43,gateway_fee
fee_874163088b,pay_6167612897,4.29,0.77,gateway_fee
fee_1dd752874a,pay_51ccd3495d,119.99,21.6,gateway_fee
fee_8db4347648,pay_e5c8606992,63.74,11.47,gateway_fee
fee_1fcaf58f7a,pay_c5ac622449,155.4,27.97,gateway_fee
fee_3836cc475e,pay_d19138af4d,619.58,111.52,gateway_fee
fee_ee2dbca1ed,pay_259b091e42,14.62,2.63,gateway_fee
fee_2c4904b920,pay_9ff418ab16,69.41,12.49,gateway_fee
fee_6d5303ff87,pay_9a24485fed,678.4,122.11,gateway_fee
fee_c21bc24044,pay_adc1b5d0be,56.2,10.12,gateway_fee
fee_e580507c1b,pay_5f4e3f05e2,23.42,4.22,gateway_fee
fee_fcc43da2b6,pay_b5a8d3e31c,14.2,2.56,gateway_fee
fee_ab621d0e7a,pay_a7972f0755,2.46,0.44,gateway_fee
fee_ba37a4fdd7,pay_99af57b69c,18.27,3.29,gateway_fee
fee_7112cabb57,pay_f678f5003b,54.05,9.73,gateway_fee
fee_e8853bd7fb,pay_924c60a04b,113.12,20.36,gateway_fee
fee_55b4889931,pay_5528130e83,155.99,28.08,gateway_fee
fee_5b2337ed24,pay_94443ac50f,10.91,1.96,gateway_fee
fee_96452a52c4,pay_a2d580556e,112.32,20.22,gateway_fee
fee_9648926e27,pay_0af69e113f,22.79,4.1,gateway_fee
fee_1a9b254dbe,pay_94e121dadf,92.35,16.62,gateway_fee
fee_8ba39073e2,pay_bfb6cd353b,24.27,4.37,gateway_fee
fee_357a359563,pay_116b5f9938,10.78,1.94,gateway_fee
fee_82642a42f9,pay_d021dd102a,209.51,37.71,gateway_fee
fee_457fc34e5f,pay_523742b462,16.61,2.99,gateway_fee
fee_2e7b9e391e,pay_a397a17fff,6.27,1.13,gateway_fee
fee_559874f514,pay_dbbf3fd5de,21.36,3.84,gateway_fee
fee_74cd46c8ac,pay_11801eb216,91.81,16.53,gateway_fee
fee_36adf654ac,pay_a65d9f955b,7.76,1.4,gateway_fee
fee_73c20b2b14,pay_7f6d061a9e,160.81,28.95,gateway_fee
fee_75d9460502,pay_837d8fb1af,124.37,22.39,gateway_fee
fee_b6dc70f6e6,pay_0599afac51,2.84,0.51,gateway_fee
fee_ca9d00eb0b,pay_5ffab85f66,15.03,2.71,gateway_fee
fee_396a8ebb4c,pay_25c331cd76,4.88,0.88,gateway_fee
fee_33dc3191d1,pay_94773c69b2,18.84,3.39,gateway_fee
fee_249f61ba97,pay_f4c422193c,150.91,27.16,gateway_fee
fee_31540bb791,pay_553e1a922c,23.1,4.16,gateway_fee
fee_a236a06851,pay_dd37bd22e3,21.5,3.87,gateway_fee
fee_a7096a048c,pay_7aa5875a1b,6.77,1.22,gateway_fee
fee_b5fb3bb38d,pay_23acbf6bf6,23.98,4.32,gateway_fee
fee_68f78cfc85,pay_63265fb857,200.62,36.11,gateway_fee
fee_efa5120373,pay_b2e53c0067,6.14,1.11,gateway_fee
fee_12713a0636,pay_98afa55e2b,168.87,30.4,gateway_fee
fee_fe81df34d2,pay_cb4853b7f0,179.39,32.29,gateway_fee
fee_0c611aae06,pay_008f1a51fb,2.37,0.43,gateway_fee
fee_6e0e1869f5,pay_7081a0bcd4,18.53,3.34,gateway_fee
fee_c80669bf35,pay_b50437a066,52.19,9.39,gateway_fee
fee_6dd89ce31c,pay_3b9aaf72d3,13.21,2.38,gateway_fee
fee_13feb69352,pay_f22356abe1,183.72,33.07,gateway_fee
fee_85fc03810f,pay_b58b595b9d,15.82,2.85,gateway_fee
fee_894fb352ab,pay_aeeeaf5419,114.96,20.69,gateway_fee
fee_7db13d0e13,pay_052d366888,103.0,18.54,gateway_fee
fee_c5dc9bb726,pay_b813509b47,185.21,33.34,gateway_fee
