bank_txn_id,utr,amount,value_date,description
btx_be1145d372,UTR5FF08B7D2F6C,8615.22,2026-08-15T00:00:00,RAZORPAY 720b3bb2 SETTLEMENT
btx_584dc332ea,UTR9C85DAD5FE4B,966.6,2026-07-08T00:00:00,RAZORPAY baff1d14 SETTLEMENT
btx_51da397863,UTRFC840E7A9E7A,162.89,2026-07-18T00:00:00,RAZORPAY c0257f9e SETTLEMENT
btx_7469f9ca34,UTRF2C1989E67D1,11604.03,2026-08-30T00:00:00,RAZORPAY 3e54398b SETTLEMENT
btx_7435a24922,UTR6B2D858186AD,676.44,2026-08-20T00:00:00,RAZORPAY 64f8dc45 SETTLEMENT
btx_0260e84b06,UTR9470975C71FF,1069.76,2026-07-19T00:00:00,RAZORPAY b1b80216 SETTLEMENT
btx_0b434466d8,UTR103687EA62EA,197.4,2026-08-05T00:00:00,RAZORPAY cd7e6844 SETTLEMENT
btx_d9382c0020,UTR39A60D548F67,-139.91,2026-08-05T00:00:00,RAZORPAY 33cb9b45 SETTLEMENT
btx_d12acc3482,UTR35662D3A76F1,1287.48,2026-08-16T00:00:00,RAZORPAY 6ee861c1 SETTLEMENT
btx_1241846306,UTRA8B092B531B7,1081.9,2026-09-03T00:00:00,RAZORPAY fe6ac950 SETTLEMENT
btx_e39f64b009,UTR583480F13DD1,1496.0,2026-08-07T00:00:00,RAZORPAY d9b6bce4 SETTLEMENT PART1
btx_1069fc0f47,UTR53CABCAA6D37,1496.0,2026-08-07T00:00:00,RAZORPAY d9b6bce4 SETTLEMENT PART2
btx_417df45f40,UTR25E49EF99394,21438.8,2026-07-10T00:00:00,RAZORPAY ac3644bd SETTLEMENT
btx_ddddec9080,UTRBEBF2B8097DA,2006.68,2026-08-30T00:00:00,RAZORPAY eaccf69b SETTLEMENT
btx_c1735464cc,UTR3CD11E7B4552,18385.85,2026-07-08T00:00:00,RAZORPAY 0bc52ec5 SETTLEMENT
btx_cf963cc153,UTRA87F75C66012,7686.2,2026-08-14T00:00:00,RAZORPAY bb3c14d4 SETTLEMENT
btx_c7c29b14fb,UTR72EAE6195973,1499.9,2026-08-06T00:00:00,RAZORPAY 901b904b SETTLEMENT
btx_c7723351c0,UTR162BEAA37DA6,288.28,2026-07-15T00:00:00,RZP db6ea8 ADJ
btx_baf76a5adb,UTR14EE2BB807DF,-445.93,2026-07-12T00:00:00,RAZORPAY ef69bf97 SETTLEMENT
btx_fe235b5288,UTRE5C7EEFF2E0D,654.67,2026-07-29T00:00:00,RAZORPAY cc21271d SETTLEMENT
btx_39300b0ea3,UTR68829691DC8D,9514.77,2026-08-05T00:00:00,RAZORPAY 5595d3a3 SETTLEMENT
btx_7c11926b60,UTRE420CB08A45D,10071.2,2026-08-12T00:00:00,RAZORPAY ad66e090 SETTLEMENT
btx_80e422991e,UTR58EC5401C8F6,-26.79,2026-08-30T00:00:00,RAZORPAY b1d13df4 SETTLEMENT
btx_aeaa8b5ecf,UTRD5D274B839DB,32575.96,2026-08-02T00:00:00,RAZORPAY 122f612a SETTLEMENT
btx_ac91ddaf36,UTRD8C17CB75157,133.17,2026-08-12T00:00:00,RAZORPAY 2e20214b SETTLEMENT PART1
btx_299f62f1fa,UTR18BD28666C97,133.17,2026-08-12T00:00:00,RAZORPAY 2e20214b SETTLEMENT PART2
btx_e297040ef3,UTR7796D8698729,28212.05,2026-07-28T00:00:00,RAZORPAY 318fd565 SETTLEMENT
btx_a8b7c938f2,UTR42E30351F96D,9752.62,2026-07-27T00:00:00,RAZORPAY fd502e76 SETTLEMENT
btx_803cd99137,UTRA175BB3DE83B,43400.21,2026-07-26T00:00:00,RAZORPAY 8fb949d9 SETTLEMENT
btx_83bd8aebd4,UTR19DCCE11A47C,876.67,2026-07-28T00:00:00,RAZORPAY 8d9e9ffb SETTLEMENT
btx_90225bb123,UTR8311AFB0F56A,10518.34,2026-07-06T00:00:00,RAZORPAY b5f5ca3c SETTLEMENT
btx_d6f0b5a0a4,UTR3BCCC444DB0B,952.14,2026-08-20T00:00:00,RAZORPAY 7b795532 SETTLEMENT
btx_febcff026d,UTRC541A9A5D14F,31470.93,2026-08-06T00:00:00,RAZORPAY ad205524 SETTLEMENT
btx_cb186626ac,UTREF6D52C6FD8C,20088.31,2026-08-16T00:00:00,RAZORPAY 0ca21a56 SETTLEMENT
btx_2dbf47fa16,UTR39D32FDBB7A8,952.39,2026-07-09T00:00:00,RAZORPAY e436702d SETTLEMENT
btx_db95aeb97d,UTR169F6BBCC0BA,3998.47,2026-08-23T00:00:00,RAZORPAY 5950be7a SETTLEMENT
btx_f72cad06b8,UTR87F9468D0BBD,40499.59,2026-08-18T00:00:00,RAZORPAY c5a9e411 SETTLEMENT
btx_cc83bc59bd,UTRE7BB64004E35,2420.47,2026-07-16T00:00:00,RAZORPAY d949ee35 SETTLEMENT
btx_ff92ffcbe9,UTR45C51FF71705,7517.64,2026-09-02T00:00:00,RAZORPAY e1ac0dba SETTLEMENT
btx_c3284d8d05,UTR9AC52DBCA3F0,493.71,2026-07-09T00:00:00,RAZORPAY 7e7eb9c6 SETTLEMENT PART1
btx_77d28e16e5,UTR3B7D2E29FD6E,493.71,2026-07-09T00:00:00,RAZORPAY 7e7eb9c6 SETTLEMENT PART2
btx_4e10aaae6c,UTR9CCE76DD3400,1088.17,2026-08-18T00:00:00,RAZORPAY ac0a6d92 SETTLEMENT
btx_04597a7e95,UTR7F654839AC31,7670.44,2026-08-10T00:00:00,RAZORPAY 1a177a57 SETTLEMENT
btx_7cf78959f4,UTR3A8173EAFF7C,566.37,2026-08-11T00:00:00,RAZORPAY f0c268a5 SETTLEMENT
btx_3f857a6172,UTRC32F7F14A516,7200.19,2026-07-11T00:00:00,RAZORPAY 927ee4e0 SETTLEMENT
btx_f7de3be534,UTRE6E5BC480557,747.94,2026-08-20T00:00:00,RAZORPAY 14f7af8d SETTLEMENT
btx_09961a2006,UTR76384994C11A,319.47,2026-08-19T00:00:00,RAZORPAY a9e97c89 SETTLEMENT
btx_f5f0d1277b,UTRE13F156C8E47,-9.4,2026-08-22T00:00:00,RAZORPAY 24209c02 SETTLEMENT
btx_c33d59ebe9,UTRC16268E07C91,385.02,2026-08-19T00:00:00,RAZORPAY 82841ece SETTLEMENT
btx_84e0a7aee1,UTRADD0B2C906A1,1046.8,2026-08-06T00:00:00,RAZORPAY 9cf16b41 SETTLEMENT
btx_160c0fa815,UTR495A5CE92ADE,651.93,2026-08-24T00:00:00,RAZORPAY 2d560f16 SETTLEMENT PART1
btx_eb3fc45656,UTR43DC921939DD,651.9399999999999,2026-08-24T00:00:00,RAZORPAY 2d560f16 SETTLEMENT PART2
btx_8754a4ede8,UTRBFB6E4B84965,4791.22,2026-08-23T00:00:00,RAZORPAY bcc396d5 SETTLEMENT
btx_5c278be350,UTRA01AB058FF5E,1084.31,2026-08-19T00:00:00,RAZORPAY 8e9f601b SETTLEMENT
btx_abc389107d,UTRA7069DB948D6,32115.91,2026-08-12T00:00:00,RAZORPAY 302919c1 SETTLEMENT
btx_a937cdef13,UTRF2BF1837EB03,1020.95,2026-08-24T00:00:00,RAZORPAY f81d4ead SETTLEMENT
btx_ed561da0f7,UTRC5CC853BF60E,4278.46,2026-09-03T00:00:00,RAZORPAY 17a4cc1d SETTLEMENT
btx_0245828fbf,UTR2BB9D490C5E6,47020.09,2026-08-14T00:00:00,RAZORPAY eeca807f SETTLEMENT
btx_c02f28f08e,UTR0B0690DF374B,3622.02,2026-08-21T00:00:00,RAZORPAY 5746d933 SETTLEMENT
btx_89ad31047d,UTRB22F9B996183,8620.03,2026-07-26T00:00:00,RAZORPAY 1ccc94b1 SETTLEMENT
btx_32e2009d4a,UTRA6D13C7085CD,36745.69,2026-07-07T00:00:00,RAZORPAY 634511eb SETTLEMENT
btx_d67ca323c6,UTRD851A2FE5455,1034.58,2026-08-27T00:00:00,RZP 9ea88f ADJ
btx_8c8c96d864,UTR3A3732EA0B34,1373.58,2026-08-07T00:00:00,RAZORPAY 3315086a SETTLEMENT
btx_787ebf2db8,UTR772336A7B006,193.12,2026-08-26T00:00:00,RZP 2d7c56 ADJ
btx_91c2b51994,UTR4A4AC8C8F12C,1341.33,2026-08-13T00:00:00,RAZORPAY 3f87a1ed SETTLEMENT
btx_218c3cb9e3,UTR22CE1C7B67F0,922.89,2026-08-05T00:00:00,RAZORPAY 53693644 SETTLEMENT
btx_d3d635a194,UTR3357466EF87D,56997.85,2026-08-14T00:00:00,RAZORPAY 48812a46 SETTLEMENT
btx_6cd78b29d2,UTRBC85CBCB7DF1,67.55,2026-08-20T00:00:00,RAZORPAY d8f58c9d SETTLEMENT
btx_f2da49b98b,UTR475877AEFE17,254.41,2026-07-19T00:00:00,RAZORPAY ac197445 SETTLEMENT
btx_0ddb25785e,UTRE001B641C010,3281.66,2026-07-18T00:00:00,RAZORPAY 5c504f49 SETTLEMENT
btx_9a84bd82c4,UTR28B1A247DA6B,393.82,2026-07-09T00:00:00,RAZORPAY aaadb5f4 SETTLEMENT
btx_a1174fba8e,UTRACCD4BEB48FD,10660.92,2026-08-13T00:00:00,RAZORPAY ae0b5b43 SETTLEMENT
btx_20329f28d8,UTR1701423F775D,373.4,2026-07-30T00:00:00,RAZORPAY a482e7a2 SETTLEMENT
btx_16f92eb3ca,UTRB8CB4BED5431,117.54,2026-07-25T00:00:00,RAZORPAY fd2117cd SETTLEMENT
btx_8f5fb640d2,UTRB33BC3A059CE,740.46,2026-08-07T00:00:00,RZP 97d8ae ADJ
btx_4eea5a912f,UTRD07EF563ABB6,1580.07,2026-07-27T00:00:00,RAZORPAY c737caa5 SETTLEMENT
btx_e347d6d139,UTR93C82D1DCAD3,-205.79,2026-08-22T00:00:00,RAZORPAY 659ce0c6 SETTLEMENT
btx_21070c8f3c,UTRAFB1DE93AF48,992.52,2026-08-24T00:00:00,RAZORPAY db9915bd SETTLEMENT
btx_f7b9ee7f1d,UTR7C5DA991A803,1640.54,2026-07-29T00:00:00,RAZORPAY 026c678e SETTLEMENT
btx_fa693586c2,UTRB5B737F773E0,10166.2,2026-08-28T00:00:00,RAZORPAY 322936dc SETTLEMENT
btx_d4ae5e2217,UTR49D1DED93D65,428.79,2026-08-27T00:00:00,RAZORPAY 5b27b5c9 SETTLEMENT
btx_d868efe3c3,UTR26F601F9C820,348.53,2026-07-07T00:00:00,RAZORPAY 56f0876c SETTLEMENT
btx_48e399850e,UTRC487E5D3947E,1085.57,2026-08-05T00:00:00,RAZORPAY c40c1680 SETTLEMENT
btx_a1e6f96719,UTR641D90DD1D1E,487.7,2026-08-19T00:00:00,RAZORPAY 582e4d08 SETTLEMENT
btx_ce13b46315,UTRECD1EAF672F0,741.09,2026-08-16T00:00:00,RAZORPAY 4635ea8d SETTLEMENT
btx_f274251bc6,UTRDDE404458CD4,113.54,2026-08-04T00:00:00,RAZORPAY 2e7c71b9 SETTLEMENT
btx_d592bb39a2,UTRC08C7A55798B,33476.12,2026-07-07T00:00:00,RAZORPAY a001da22 SETTLEMENT
btx_682ed8bdd4,UTRD3E48E401F40,518.41,2026-09-01T00:00:00,RAZORPAY 378fcc21 SETTLEMENT
btx_30f9060664,UTR5BB0A8EDC3C7,9094.07,2026-07-30T00:00:00,RAZORPAY af05ce9b SETTLEMENT
btx_cc06e75799,UTR8A9BFCA9E4D3,1690.94,2026-08-04T00:00:00,RAZORPAY 64d20bdb SETTLEMENT
btx_192f30eff9,UTR665DEBB7F066,-2328.09,2026-07-20T00:00:00,RAZORPAY bd46c1b4 SETTLEMENT
btx_d8d39c7759,UTR7A93BC94FAE0,178.26,2026-07-24T00:00:00,RAZORPAY 362a9de2 SETTLEMENT
btx_577d7d1cdf,UTRC6E90DFF2585,39965.83,2026-08-22T00:00:00,RAZORPAY fb316231 SETTLEMENT
btx_d68c753625,UTRAD65941C4876,44110.76,2026-07-16T00:00:00,RAZORPAY 9b895964 SETTLEMENT
btx_fe6f1799c3,UTR5FCA275A2906,1445.71,2026-08-06T00:00:00,RAZORPAY e2b6fbcd SETTLEMENT
btx_7707819a68,UTR098BD2AE3E5C,759.98,2026-09-03T00:00:00,RAZORPAY fe93b4cf SETTLEMENT
btx_8155e26983,UTRCC7670008ED3,48154.02,2026-08-20T00:00:00,RAZORPAY 794779b6 SETTLEMENT
btx_de3a4ad954,UTREA7DD1AF8DD4,386.94,2026-07-15T00:00:00,RAZORPAY da41a2bb SETTLEMENT
btx_c928bdbb18,UTR788DF76F0428,1912.28,2026-07-31T00:00:00,RAZORPAY e1a8862b SETTLEMENT
btx_e0d52b960e,UTRF435DD5C9F16,2391.83,2026-08-07T00:00:00,RAZORPAY 8a0227af SETTLEMENT
btx_c1a0fe52af,UTRA08851F759AA,1078.35,2026-08-12T00:00:00,RAZORPAY baedf3c2 SETTLEMENT
btx_d2fb456672,UTR5B1AAAC610B3,-271.81,2026-08-31T00:00:00,RAZORPAY e882e8d4 SETTLEMENT
btx_c38b6195c7,UTRC75F243040BC,2976.04,2026-08-03T00:00:00,RAZORPAY 36807fd3 SETTLEMENT
btx_2d038a7ff0,UTRF292543A12E6,846.72,2026-08-02T00:00:00,RAZORPAY bc6f4a63 SETTLEMENT
btx_61f5e4dd25,UTRB018DBB49F4C,13898.93,2026-08-07T00:00:00,RAZORPAY 253563a0 SETTLEMENT
btx_b47848b8c5,UTRDDF2973CC852,675.09,2026-08-21T00:00:00,RAZORPAY d4106af5 SETTLEMENT
btx_1226072ef2,UTR745286D45ED1,1197.17,2026-07-25T00:00:00,RAZORPAY 046fd3ef SETTLEMENT
btx_ee1eb47a04,UTRE11C59C7CB82,802.22,2026-08-08T00:00:00,RAZORPAY 2b0a368e SETTLEMENT
btx_88c9e0aeba,UTR3A4D040D4CD4,8131.71,2026-08-02T00:00:00,RAZORPAY 71ba2182 SETTLEMENT
btx_f111b2e48b,UTR6E3D5BC76A63,1116.51,2026-09-02T00:00:00,RAZORPAY 62e6db75 SETTLEMENT
btx_cbb278ff9c,UTR592D9C0AB6E4,700.42,2026-08-27T00:00:00,RAZORPAY 7488ed65 SETTLEMENT
btx_ab058b24a4,UTRF209F22741C7,1433.3,2026-07-06T00:00:00,RAZORPAY ad52359b SETTLEMENT
btx_697dfe77a3,UTR8842E9400F13,340.65,2026-08-05T00:00:00,RAZORPAY 54259847 SETTLEMENT
btx_c5072c902e,UTR0B27670EAF02,194.08,2026-08-01T00:00:00,RAZORPAY 126d98f2 SETTLEMENT
btx_a4e97b195b,UTR7D0D1A97F986,40758.72,2026-07-18T00:00:00,RAZORPAY 974496c8 SETTLEMENT
btx_bd6ad6741d,UTRC7DA734FAEBA,1055.14,2026-08-02T00:00:00,RAZORPAY 53f9cce4 SETTLEMENT
btx_a2f07a5682,UTRA173A25402B6,569.48,2026-08-27T00:00:00,RAZORPAY b760b7cf SETTLEMENT
btx_6803ed556a,UTRB9698FA19992,310.2,2026-07-18T00:00:00,RAZORPAY 58ced840 SETTLEMENT
btx_30f0078a53,UTR36B2D6070654,220.87,2026-07-14T00:00:00,RAZORPAY a895c3ea SETTLEMENT
btx_ba3cb2116c,UTR5557EEF60B78,488.39,2026-08-23T00:00:00,RAZORPAY b2a4a639 SETTLEMENT
btx_8ffdd01d1a,UTR15F411A5BF81,8667.71,2026-08-11T00:00:00,RAZORPAY 2b7707a2 SETTLEMENT
btx_135f2053a2,UTR5B24CE915F02,328.02,2026-08-26T00:00:00,RAZORPAY 4689d0b9 SETTLEMENT
btx_e770255624,UTR9D8F0D72B771,5093.47,2026-07-17T00:00:00,RAZORPAY 080c9b34 SETTLEMENT PART1
btx_37cc533c54,UTR9E8CFEBF2A7E,5093.47,2026-07-17T00:00:00,RAZORPAY 080c9b34 SETTLEMENT PART2
btx_1fe81778f2,UTR236313519235,2054.08,2026-07-07T00:00:00,RAZORPAY 4b95cc2b SETTLEMENT
btx_6d66b41d47,UTR3BF19B337989,5778.82,2026-07-20T00:00:00,RZP 105c0f ADJ
btx_d59d99104b,UTR12A834BFB20C,3251.87,2026-08-02T00:00:00,RAZORPAY 63dba0c3 SETTLEMENT
btx_2fca2611e8,UTR2EB722743F65,150.09,2026-07-25T00:00:00,RAZORPAY 35624013 SETTLEMENT
btx_b667d8ed74,UTRDC7F382C1487,3327.95,2026-07-06T00:00:00,RAZORPAY a9eda7d8 SETTLEMENT
btx_5618613af7,UTR1768A283880F,493.83,2026-08-17T00:00:00,RAZORPAY 40f5327e SETTLEMENT
btx_8d73364131,UTRF788038A8FC5,1296.57,2026-08-31T00:00:00,RAZORPAY 46ae655d SETTLEMENT
btx_f70411cece,UTRCD0D53E2DDD0,13972.43,2026-07-24T00:00:00,RAZORPAY 665f74e8 SETTLEMENT
btx_9813dbae99,UTR214914E378B0,351.66,2026-08-30T00:00:00,RZP cbf907 ADJ
btx_6a2e76215f,UTRA8BAC26792FF,1507.73,2026-07-18T00:00:00,RAZORPAY 74d116d2 SETTLEMENT
btx_441444e39d,UTRAAD81C305628,5561.32,2026-08-02T00:00:00,RAZORPAY 55db0a40 SETTLEMENT PART1
btx_43a2d23e6e,UTRD48A9BBC7E3D,5561.32,2026-08-02T00:00:00,RAZORPAY 55db0a40 SETTLEMENT PART2
btx_443f248c65,UTR21ED594554EC,18274.24,2026-07-08T00:00:00,RAZORPAY 3d101d63 SETTLEMENT
btx_50da8ee3eb,UTR8FF1E8754679,3578.19,2026-08-18T00:00:00,RAZORPAY f4962c1c SETTLEMENT
btx_8f1ba3c0e8,UTR196A17BEB127,47721.21,2026-07-16T00:00:00,RAZORPAY 3b040745 SETTLEMENT
btx_e6d47fd111,UTR02181714744C,863.8,2026-08-18T00:00:00,RAZORPAY 1b8a7adf SETTLEMENT
btx_7791eb6447,UTRACFB8D5B93F2,7662.12,2026-07-23T00:00:00,RAZORPAY 36e53c89 SETTLEMENT
btx_421df254e4,UTR86B49D7532A8,-11.13,2026-07-13T00:00:00,RAZORPAY 89a386ad SETTLEMENT
btx_43ce37e05c,UTR222E15FE6F61,165.92,2026-07-18T00:00:00,RAZORPAY 0621cf95 SETTLEMENT
btx_3072f9c583,UTR805344939FD6,11282.27,2026-07-17T00:00:00,RAZORPAY 21ca523a SETTLEMENT
btx_c71a0468d2,UTR91F1D94ED009,1264.09,2026-08-16T00:00:00,RAZORPAY ed89487b SETTLEMENT
btx_2a98dc7f7c,UTRCDAD907348EB,1048.74,2026-07-20T00:00:00,RAZORPAY 9d5b927e SETTLEMENT
btx_c06afcb736,UTR3E6E70D90B11,795.71,2026-08-15T00:00:00,RAZORPAY 209583b7 SETTLEMENT
btx_ba49b04083,UTR2E45679E0E5F,4535.21,2026-08-15T00:00:00,RAZORPAY 8e1034a8 SETTLEMENT
btx_f7570bb92f,UTR8B18DBDBF422,975.85,2026-09-03T00:00:00,RAZORPAY b27f06da SETTLEMENT
btx_c2d12ea9b3,UTR860DE8AD5F71,28470.58,2026-07-31T00:00:00,RAZORPAY 894cf309 SETTLEMENT
btx_649c64344c,UTRB8D7DFACF449,1434.43,2026-07-18T00:00:00,RAZORPAY 3682419e SETTLEMENT
btx_d5398561ef,UTR19851997BA48,11470.62,2026-09-03T00:00:00,RAZORPAY 8eaaf476 SETTLEMENT
btx_fa914e1958,UTRF653A3F4C558,480.91,2026-08-08T00:00:00,RAZORPAY 410a44c2 SETTLEMENT
btx_2b261ccd80,UTR96CFA35D0428,1285.27,2026-07-10T00:00:00,RAZORPAY 47904b97 SETTLEMENT
btx_8c44d399f8,UTR38939FBBE823,11494.51,2026-08-13T00:00:00,RAZORPAY 2d168536 SETTLEMENT
btx_3c98ecc28d,UTR049554B5D4CB,719.35,2026-07-22T00:00:00,RAZORPAY e70829b3 SETTLEMENT
btx_fa346e7c9b,UTRFD6F826298CA,342.58,2026-08-20T00:00:00,RAZORPAY 02c6a6f6 SETTLEMENT
btx_d1154c584c,UTR96B04896341B,35982.22,2026-08-22T00:00:00,RAZORPAY 04725dc8 SETTLEMENT
btx_68555cd6de,UTR62AD9A81980F,14382.13,2026-08-11T00:00:00,RAZORPAY a6b9c8d8 SETTLEMENT
btx_2d543b853c,UTR4BA506BC9748,11627.08,2026-07-10T00:00:00,RAZORPAY 29a59b69 SETTLEMENT
btx_ab27efb3cd,UTRC43F03F1E7EB,4444.51,2026-07-21T00:00:00,RAZORPAY 52510db2 SETTLEMENT
btx_f4f4fdd7ed,UTRF23AB0DD53C5,3509.62,2026-08-07T00:00:00,RAZORPAY 3ce0cad6 SETTLEMENT
btx_608c67e3e0,UTR3BFA6BAB8A0F,386.74,2026-07-08T00:00:00,RAZORPAY f9f59967 SETTLEMENT
btx_34360b5c45,UTR2A8A4AF957DA,209.33,2026-08-20T00:00:00,RAZORPAY e83e3bdd SETTLEMENT
btx_07828d7c03,UTR415D8A7C13C3,5858.02,2026-08-04T00:00:00,RAZORPAY b173ab79 SETTLEMENT
btx_97fa6424e3,UTR8AD209C41D2A,6502.79,2026-07-14T00:00:00,RAZORPAY d78a5d63 SETTLEMENT
btx_e386675fb9,UTRD1B73395D2D5,511.03,2026-07-18T00:00:00,RAZORPAY 5f864298 SETTLEMENT
btx_1c09aafddb,UTR3367342FB053,3388.5,2026-08-28T00:00:00,RAZORPAY d3888458 SETTLEMENT
btx_7a9b042815,UTR159DE6683643,1143.47,2026-07-17T00:00:00,RAZORPAY 8a464871 SETTLEMENT
btx_2b66a5a22f,UTR7E997BDA57D1,693.47,2026-08-03T00:00:00,RAZORPAY 000d31f1 SETTLEMENT
btx_ac3b29e7a6,UTRB54DA9254068,119.88,2026-08-15T00:00:00,RAZORPAY 1d6b181e SETTLEMENT
btx_c3d8bcb093,UTR0A8737CC547A,2638.48,2026-08-21T00:00:00,RAZORPAY b7322f8b SETTLEMENT
btx_fccd4a52a0,UTRE4BFE356E689,5522.51,2026-08-11T00:00:00,RAZORPAY 6e1d48bb SETTLEMENT
btx_46d1481824,UTR991F76F076BF,7615.36,2026-08-08T00:00:00,RAZORPAY ed92a694 SETTLEMENT
btx_24e0bade4c,UTRCC851370B842,5474.27,2026-07-31T00:00:00,RAZORPAY 74806b65 SETTLEMENT
btx_38c1e03d68,UTRA2E973168C7C,955.25,2026-08-15T00:00:00,RZP 7da548 ADJ
btx_9ed779116e,UTRA018F61F8CB2,5114.14,2026-07-17T00:00:00,RAZORPAY f665fc99 SETTLEMENT PART1
btx_0fbc74c7a9,UTRCFC0AE737BA6,5114.13,2026-07-17T00:00:00,RAZORPAY f665fc99 SETTLEMENT PART2
btx_53b298dcca,UTR433183F177B6,810.85,2026-07-31T00:00:00,RAZORPAY 9873fee5 SETTLEMENT
btx_a6c3dde2c1,UTR79AD8386CB92,7850.81,2026-09-03T00:00:00,RAZORPAY 0eaa4d4c SETTLEMENT
btx_9f2576d879,UTR62F694D0FB2D,733.79,2026-08-06T00:00:00,RAZORPAY e81eac5b SETTLEMENT
btx_ae7a405d80,UTRA2C5E80AA4F4,238.33,2026-08-02T00:00:00,RAZORPAY 4cfafc91 SETTLEMENT
btx_68eeafe56b,UTRB758DFAE2D7E,7367.4,2026-07-06T00:00:00,RAZORPAY 5a4a6d0f SETTLEMENT
btx_99fa1a7a96,UTRB95DCE288C9F,1127.91,2026-08-14T00:00:00,RAZORPAY 51791fcc SETTLEMENT
btx_d0d730edd6,UTRB338B989DFC4,229.09,2026-07-25T00:00:00,RAZORPAY bdbe5678 SETTLEMENT
btx_fd1122b8ba,UTR846F1D4057BB,299.95,2026-09-01T00:00:00,RAZORPAY b13dd20a SETTLEMENT
btx_6a4f8596f3,UTR5DFF45A9F62D,8244.05,2026-08-02T00:00:00,RAZORPAY 3faa3779 SETTLEMENT
btx_66a8f51dae,UTRFF6C2AF0B1B4,57.79,2026-07-27T00:00:00,RAZORPAY 0b282b4d SETTLEMENT PART1
btx_bed0dd7177,UTR66FED87F369D,57.79,2026-07-27T00:00:00,RAZORPAY 0b282b4d SETTLEMENT PART2
btx_6ab80c2c25,UTR3EB622310C73,2447.89,2026-07-19T00:00:00,RAZORPAY f6a3d4be SETTLEMENT
btx_bb9fea95f8,UTR1770FB74CCFB,679.09,2026-08-17T00:00:00,RAZORPAY 2e5c9de9 SETTLEMENT
btx_26f0e0920d,UTR33BE4CFFC305,-121.54,2026-08-03T00:00:00,RAZORPAY ce41a8fb SETTLEMENT
btx_b4739afe89,UTRFAF492D90E60,5295.43,2026-07-29T00:00:00,RAZORPAY b4a9006d SETTLEMENT
